ip_address,email_address,billing_state,user_agent,billing_postal,phone_number,EVENT_TIMESTAMP,billing_address,EVENT_LABEL
130.253.109.158,fake_lsanders@example.org,TN,Mozilla/5.0 (Android 7.1.2; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,32679,(555)888 - 1603,2022-07-23T01:37:15Z,3392 Brennan Summit Fake St.,legit
17.192.63.205,fake_rodneycameron@example.org,PA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/54.0.870.0 Safari/536.0",33723,(555)413 - 3471,2022-10-13T10:01:49Z,1827 Lawrence Shoals Fake St.,legit
147.91.156.228,fake_mitchell30@example.net,WI,Opera/8.97.(X11; Linux i686; rw-RW) Presto/2.9.162 Version/11.00,34929,(555)806 - 7560,2022-06-21T21:40:46Z,50723 Goodman Roads Fake St.,legit
52.226.213.116,fake_mspencer@example.org,TX,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0),32120,(555)879 - 3998,2022-04-21T03:17:47Z,78966 Martin Expressway Fake St.,legit
186.206.251.64,fake_charles53@example.com,NY,Opera/8.55.(X11; Linux x86_64; br-FR) Presto/2.9.174 Version/10.00,32188,(555)157 - 9246,2022-08-07T19:27:16Z,78956 Bean Neck Fake St.,legit
65.125.28.122,fake_donald52@example.net,CO,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; de-DE) AppleWebKit/531.39.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6531.39.2",32067,(555)646 - 2688,2022-04-09T09:48:31Z,404 Cruz Green Fake St.,legit
157.203.107.224,fake_johnsonanthony@example.net,WA,Mozilla/5.0 (Android 2.3; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,32924,(555)572 - 8508,2022-08-02T16:00:57Z,35866 Parker Crossroad Fake St.,fraud
39.73.196.11,fake_rwhitney@example.org,NY,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; apn-IN) AppleWebKit/531.38.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.38.7",33476,(555)731 - 7129,2022-07-24T12:17:37Z,82243 Patrick Port Fake St.,legit
122.116.138.119,fake_tmatthews@example.com,OR,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9; rv:1.9.5.20) Gecko/2013-04-05 20:21:14 Firefox/3.6.18,33626,(555)901 - 7535,2022-10-17T01:34:53Z,0076 Mark View Fake St.,legit
14.138.210.204,fake_adkinsmark@example.net,PA,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.30.1 (KHTML, like Gecko) Version/4.0.2 Safari/534.30.1",33634,(555)787 - 6443,2023-01-28T14:45:31Z,45182 Jasmine Spring Fake St.,legit
124.177.12.216,fake_daniel55@example.com,NC,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1),34673,(555)896 - 5518,2022-07-03T16:50:52Z,362 Brent Stravenue Fake St.,legit
60.120.147.147,fake_chelsea33@example.com,MO,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2019-05-26 02:29:52 Firefox/3.6.15,32743,(555)143 - 8058,2022-03-17T21:59:14Z,952 Heather Walk Fake St.,legit
212.229.83.42,fake_sharon21@example.com,PA,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/29.0.805.0 Mobile/65M517 Safari/532.0",33709,(555)944 - 1889,2022-11-05T11:53:38Z,108 Hughes Ports Fake St.,legit
43.106.60.96,fake_joelgarner@example.com,NV,Opera/9.57.(X11; Linux i686; ta-IN) Presto/2.9.172 Version/11.00,32449,(555)170 - 2544,2022-06-09T18:57:57Z,6310 Brock Manors Fake St.,legit
128.176.205.51,fake_mreese@example.org,MO,Mozilla/5.0 (Windows NT 6.2; ta-IN; rv:1.9.1.20) Gecko/2010-03-19 04:30:13 Firefox/3.8,32218,(555)635 - 1716,2023-01-07T02:44:47Z,38380 Jessica Way Fake St.,legit
195.134.69.19,fake_connerbrandon@example.org,WI,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/39.0.830.0 Safari/531.1",32050,(555)256 - 5689,2023-02-05T13:11:37Z,42053 Moreno Canyon Fake St.,legit
52.226.213.116,fake_schneidercarol@example.com,GA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tk-TM) AppleWebKit/535.28.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.28.5",33190,(555)618 - 5418,2022-09-28T00:41:08Z,91061 Donald Station Fake St.,fraud
24.208.58.62,fake_james59@example.com,NY,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4 rv:3.0; shs-CA) AppleWebKit/533.4.7 (KHTML, like Gecko) Version/4.0.1 Safari/533.4.7",33025,(555)782 - 2674,2022-12-17T23:13:40Z,229 Parks Road Fake St.,legit
166.230.248.244,fake_cookpatrick@example.org,GA,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; my-MM) AppleWebKit/535.30.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.30.7",33223,(555)657 - 6587,2022-09-27T23:55:06Z,550 Veronica Causeway Fake St.,fraud
128.237.73.212,fake_arodriguez@example.org,PA,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.24.2 (KHTML, like Gecko) Version/5.0.3 Safari/535.24.2",32541,(555)598 - 4782,2022-07-04T20:55:52Z,72750 Gilbert Field Fake St.,legit
197.85.156.122,fake_sara02@example.net,OR,Mozilla/5.0 (Windows NT 4.0; nl-AW; rv:1.9.0.20) Gecko/2011-11-20 15:42:25 Firefox/3.6.7,32855,(555)961 - 5477,2022-10-26T17:15:32Z,0739 Lewis Landing Fake St.,legit
138.14.63.245,fake_jensenvictoria@example.net,NJ,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nn-NO) AppleWebKit/531.12.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.12.7",34657,(555)167 - 6218,2022-07-15T22:13:12Z,5949 Young Vista Fake St.,fraud
150.44.175.5,fake_bobby41@example.org,MD,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.7.2 (KHTML, like Gecko) Version/5.0 Safari/532.7.2",33482,(555)172 - 7442,2022-10-11T05:18:31Z,500 Williams Ports Fake St.,legit
74.122.138.105,fake_cory62@example.org,CO,Opera/8.89.(X11; Linux x86_64; ayc-PE) Presto/2.9.176 Version/12.00,32566,(555)454 - 2503,2022-06-11T11:59:48Z,900 Ward Row Fake St.,legit
88.245.31.235,fake_rebecca93@example.org,NC,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.2r3764.0 Mobile/73S259 Safari/536.0",34530,(555)580 - 5265,2023-01-22T14:05:39Z,47224 Shawn Lane Fake St.,legit
77.223.85.149,fake_tuckerthomas@example.com,TN,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/43.0.893.0 Safari/533.2",32279,(555)170 - 2544,2023-03-01T13:34:38Z,92345 Pena Mountain Fake St.,legit
153.184.147.206,fake_jordancourtney@example.com,TN,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/13.0.834.0 Safari/536.1",33665,(555)229 - 2527,2022-03-29T04:14:58Z,5828 Steven Road Fake St.,legit
211.25.215.148,fake_richardcook@example.net,MI,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:2.0; te-IN) AppleWebKit/532.43.2 (KHTML, like Gecko) Version/4.0.2 Safari/532.43.2",33692,(555)313 - 5721,2022-08-26T15:44:04Z,09942 Steven Squares Fake St.,legit
153.44.75.65,fake_mspencer@example.org,UT,Opera/8.77.(X11; Linux i686; uk-UA) Presto/2.9.171 Version/12.00,32274,(555)398 - 6830,2022-07-02T02:46:29Z,90644 Michael Estate Fake St.,legit
88.219.233.249,fake_vray@example.org,TX,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/54.0.800.0 Safari/532.1",34039,(555)672 - 1541,2023-01-23T09:10:02Z,11727 Pena Haven Fake St.,legit
167.126.202.38,fake_lrojas@example.com,WA,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/52.0.815.0 Safari/535.2",33694,(555)885 - 1917,2022-05-14T02:05:05Z,22314 Dennis Dale Fake St.,legit
218.177.221.182,fake_uwilson@example.net,VT,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tig-ER) AppleWebKit/531.36.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.36.1",33749,(555)962 - 8823,2023-01-02T16:47:12Z,928 Rachel Views Fake St.,fraud
80.55.246.28,fake_larajason@example.com,LA,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1),34577,(555)789 - 4128,2022-10-16T16:23:07Z,1318 Howard Drives Fake St.,legit
11.155.178.4,fake_candice83@example.org,CO,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1; rv:1.9.3.20) Gecko/2013-10-26 14:14:45 Firefox/3.8,33882,(555)813 - 9332,2022-10-04T12:00:20Z,38094 Stanley Dale Fake St.,legit
54.201.136.147,fake_corymaynard@example.net,OR,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/40.0.819.0 Safari/531.0",33692,(555)203 - 3494,2022-06-04T13:35:08Z,337 Fisher Summit Fake St.,legit
101.162.75.138,fake_joshua95@example.net,TX,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),33476,(555)282 - 9215,2022-12-01T17:04:41Z,6342 Ivan Islands Fake St.,legit
28.2.86.156,fake_john37@example.org,PA,Mozilla/5.0 (Windows NT 6.1; sk-SK; rv:1.9.1.20) Gecko/2015-02-03 00:57:43 Firefox/3.6.16,32142,(555)793 - 5891,2022-09-02T06:49:07Z,64587 Christopher Prairie Fake St.,legit
139.98.246.155,fake_kfernandez@example.net,MO,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/17.9j6389.0 Mobile/07E785 Safari/536.0",33734,(555)231 - 9624,2023-02-07T17:45:10Z,36538 Wesley Spurs Fake St.,legit
202.217.215.141,fake_malik82@example.org,MI,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/27.0.856.0 Safari/532.0",34402,(555)317 - 5259,2023-02-04T18:22:42Z,08897 Donald Trace Fake St.,legit
151.124.35.81,fake_fernandezjenna@example.net,NY,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/23.0.888.0 Safari/533.2",34105,(555)935 - 4877,2023-02-20T23:37:13Z,1923 Perez Key Fake St.,legit
20.197.41.98,fake_kyle83@example.com,IA,Opera/8.40.(X11; Linux x86_64; lv-LV) Presto/2.9.171 Version/12.00,32844,(555)525 - 3959,2022-05-29T04:50:39Z,342 Angela Lock Fake St.,legit
172.37.252.134,fake_waltondiane@example.net,PA,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_8; rv:1.9.4.20) Gecko/2010-09-12 11:54:26 Firefox/3.6.9,33730,(555)855 - 9701,2022-05-01T12:36:57Z,677 Jesse Canyon Fake St.,legit
52.240.215.68,fake_lisa72@example.com,LA,Mozilla/5.0 (Android 4.2.2; Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,33142,(555)114 - 8698,2022-07-27T19:36:18Z,7656 Devin Greens Fake St.,legit
95.115.19.67,fake_caroline62@example.com,TN,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ug-CN) AppleWebKit/535.46.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.46.1",33285,(555)286 - 3868,2022-04-21T07:32:25Z,25126 Hall Roads Fake St.,legit
5.7.200.113,fake_heather02@example.org,MO,Opera/9.12.(X11; Linux i686; nds-NL) Presto/2.9.186 Version/10.00,34491,(555)399 - 2950,2022-09-16T10:02:26Z,1233 Raymond Cape Fake St.,legit
125.145.10.20,fake_millsbrian@example.org,WI,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; wo-SN) AppleWebKit/532.3.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.3.4",32555,(555)674 - 6136,2022-04-02T19:02:02Z,068 Michelle Knolls Fake St.,legit
202.103.22.114,fake_baldwinsamuel@example.com,LA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_4 rv:2.0; eu-FR) AppleWebKit/531.31.4 (KHTML, like Gecko) Version/4.0.4 Safari/531.31.4",32142,(555)722 - 3433,2022-07-15T00:19:31Z,95452 Sheila Extensions Fake St.,legit
20.209.202.38,fake_yolanda73@example.com,MO,Opera/8.29.(Windows 98; oc-FR) Presto/2.9.170 Version/12.00,34207,(555)650 - 8980,2022-05-17T05:27:05Z,72753 Keith Mission Fake St.,legit
109.252.79.159,fake_gwendolynmullins@example.org,WA,Opera/9.93.(Windows NT 6.1; yi-US) Presto/2.9.175 Version/12.00,34592,(555)447 - 8239,2022-04-12T00:00:16Z,84570 David Freeway Fake St.,legit
134.113.111.168,fake_idavila@example.com,LA,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.38.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.38.1",34863,(555)213 - 4025,2022-11-11T17:43:46Z,18470 Kyle View Fake St.,legit
11.74.67.105,fake_sarah26@example.com,CO,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.38.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.38.7",33566,(555)674 - 9454,2023-02-08T15:15:01Z,820 Alexander Points Fake St.,legit
2.34.105.222,fake_collinskelly@example.com,MD,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.42.3 (KHTML, like Gecko) Version/5.0 Safari/535.42.3",33484,(555)550 - 5055,2023-01-11T09:00:07Z,031 Brown Villages Fake St.,fraud
189.24.127.121,fake_lnguyen@example.org,WI,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),33207,(555)654 - 5923,2022-04-03T17:45:03Z,12907 Reyes Lake Fake St.,legit
102.54.14.145,fake_hdavis@example.net,WI,Opera/9.41.(X11; Linux x86_64; cmn-TW) Presto/2.9.175 Version/12.00,33634,(555)989 - 9012,2022-06-27T13:13:00Z,36258 Brian Overpass Fake St.,legit
64.42.187.9,fake_cvaldez@example.org,NY,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/28.0.886.0 Safari/532.1",32063,(555)793 - 6726,2022-03-18T17:33:22Z,62962 Joel Pines Fake St.,legit
116.145.27.252,fake_fhoover@example.net,WA,Mozilla/5.0 (Windows NT 4.0; tn-ZA; rv:1.9.0.20) Gecko/2014-05-02 21:16:19 Firefox/4.0,32290,(555)439 - 2033,2022-10-11T14:20:34Z,2133 Hall Spring Fake St.,legit
107.2.67.24,fake_ldavis@example.org,AR,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/53.0.810.0 Safari/531.1",32468,(555)802 - 2881,2022-09-03T12:21:22Z,17842 Courtney Center Fake St.,legit
1.229.145.30,fake_rebekah57@example.net,NV,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.0a7713.0 Mobile/24A501 Safari/533.0",34942,(555)418 - 2291,2022-03-19T18:25:31Z,568 Jessica Grove Fake St.,legit
150.51.33.53,fake_whiteluke@example.org,WY,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/45.0.888.0 Safari/536.0",34989,(555)148 - 9071,2023-01-01T11:12:17Z,44273 Chung Springs Fake St.,legit
101.11.93.209,fake_murphydaniel@example.com,LA,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/16.9i3294.0 Mobile/40A488 Safari/533.1",32692,(555)774 - 4940,2023-01-14T02:05:10Z,39734 Nichole Plains Fake St.,legit
137.30.107.138,fake_johnsonamanda@example.com,KS,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/20.0.813.0 Safari/533.0",32646,(555)200 - 1796,2022-04-30T17:28:53Z,324 Fleming Meadow Fake St.,fraud
200.187.48.146,fake_matthew74@example.org,TX,Opera/8.74.(X11; Linux i686; mg-MG) Presto/2.9.173 Version/10.00,32209,(555)961 - 8113,2022-04-07T23:13:38Z,63078 Johnson Drive Fake St.,legit
12.125.49.255,fake_davisthomas@example.net,TX,Opera/9.40.(X11; Linux x86_64; mt-MT) Presto/2.9.183 Version/12.00,32102,(555)751 - 6249,2023-01-23T16:14:09Z,2796 Garcia Highway Fake St.,legit
223.40.13.25,fake_melaniecarrillo@example.com,WY,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/38.0.805.0 Safari/531.0",33288,(555)773 - 2803,2022-12-13T20:32:03Z,81189 Robert Lodge Fake St.,legit
222.87.153.170,fake_darius62@example.org,LA,Opera/8.52.(X11; Linux x86_64; aa-ER) Presto/2.9.183 Version/10.00,32932,(555)531 - 2560,2023-01-18T15:33:48Z,5158 Cooke Fords Fake St.,legit
5.140.46.205,fake_rebecca99@example.org,WA,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/40.0.832.0 Mobile/75R936 Safari/534.1",33562,(555)729 - 9110,2023-01-24T12:15:00Z,527 Davis Neck Fake St.,legit
94.246.164.137,fake_erik66@example.org,WI,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2013-04-24 11:44:17 Firefox/3.6.14,32804,(555)895 - 5793,2022-11-14T13:52:06Z,654 Lloyd Loop Fake St.,legit
126.185.155.122,fake_stevemorris@example.net,MI,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.0),32050,(555)521 - 1980,2023-02-19T22:22:27Z,4353 Cruz Underpass Fake St.,legit
140.15.19.67,fake_ericfrey@example.com,NC,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.24.5 (KHTML, like Gecko) Version/5.0.5 Safari/532.24.5",33730,(555)383 - 6184,2022-10-03T10:18:53Z,57092 Mariah Motorway Fake St.,legit
167.96.52.253,fake_collinskevin@example.net,GA,Opera/9.96.(Windows 98; cs-CZ) Presto/2.9.190 Version/12.00,32811,(555)863 - 3461,2022-08-29T21:04:13Z,961 Tracy Islands Fake St.,fraud
37.12.51.71,fake_smithchristopher@example.org,FL,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/16.4u3463.0 Mobile/35D846 Safari/536.2",32771,(555)885 - 6031,2022-04-29T18:38:38Z,008 Sexton Shoal Fake St.,legit
183.85.7.106,fake_zlindsey@example.net,MO,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.0),33064,(555)408 - 6445,2022-07-25T17:21:44Z,2611 Odonnell Trafficway Fake St.,legit
112.64.251.33,fake_djohnson@example.com,WI,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2 rv:6.0; ur-IN) AppleWebKit/531.6.4 (KHTML, like Gecko) Version/5.1 Safari/531.6.4",32176,(555)941 - 1887,2022-04-17T11:04:08Z,39527 Bradley Trace Fake St.,legit
112.63.23.174,fake_johnstonjacob@example.com,WY,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/49.0.884.0 Safari/536.2",34298,(555)141 - 3759,2023-02-26T09:15:10Z,4045 Stephanie Turnpike Fake St.,legit
115.184.40.194,fake_ramirezdouglas@example.com,NM,Opera/8.13.(X11; Linux i686; cmn-TW) Presto/2.9.162 Version/10.00,34789,(555)178 - 6797,2022-12-24T05:54:17Z,4372 Smith Run Fake St.,legit
47.154.90.247,fake_austinowens@example.net,WI,Opera/8.19.(X11; Linux i686; am-ET) Presto/2.9.190 Version/12.00,33550,(555)610 - 8585,2022-08-20T14:58:45Z,53262 Amy Ports Fake St.,legit
39.95.0.197,fake_tara75@example.com,MO,Opera/8.98.(Windows NT 5.0; nhn-MX) Presto/2.9.166 Version/12.00,33152,(555)540 - 5101,2022-08-03T14:49:34Z,3158 Valerie Wall Fake St.,legit
181.163.28.165,fake_susangibson@example.org,MI,Opera/9.98.(X11; Linux x86_64; mi-NZ) Presto/2.9.185 Version/12.00,32716,(555)743 - 8997,2022-12-31T17:35:18Z,3104 Robinson Trail Fake St.,legit
47.224.218.35,fake_atkinsonrobert@example.net,FL,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/29.0.861.0 Mobile/97K433 Safari/533.1",34542,(555)939 - 9564,2022-08-03T02:24:10Z,25916 Miller Gardens Fake St.,legit
104.246.233.122,fake_janet51@example.com,PA,Opera/8.31.(Windows 98; Win 9x 4.90; crh-UA) Presto/2.9.165 Version/11.00,32358,(555)195 - 7811,2022-11-18T05:30:49Z,784 Jordan Brooks Fake St.,legit
122.105.125.44,fake_martinezlaura@example.com,ME,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.45.1 (KHTML, like Gecko) Version/4.1 Safari/534.45.1",32180,(555)153 - 3677,2022-09-12T03:34:37Z,599 Hernandez Stream Fake St.,legit
31.16.2.215,fake_moorekristopher@example.org,IA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1 rv:4.0; gd-GB) AppleWebKit/534.25.1 (KHTML, like Gecko) Version/4.0.2 Safari/534.25.1",34571,(555)793 - 1595,2023-01-01T15:47:21Z,837 Hansen Fords Fake St.,legit
17.23.183.161,fake_carl14@example.com,CO,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),34701,(555)811 - 3420,2022-12-15T09:44:24Z,715 Johnson Glens Fake St.,legit
179.57.199.145,fake_thamilton@example.net,TN,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),33670,(555)648 - 1417,2022-11-06T19:24:25Z,22973 Ryan Creek Fake St.,legit
177.184.215.224,fake_dannycannon@example.org,MA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_9) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/57.0.806.0 Safari/531.1",33568,(555)275 - 1124,2022-10-14T08:49:32Z,9429 Green Crossing Fake St.,fraud
12.13.213.159,fake_mallen@example.org,NY,"Mozilla/5.0 (Linux; Android 2.3.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/56.0.853.0 Safari/536.1",34611,(555)380 - 4254,2022-05-05T16:20:29Z,27341 Edwin Isle Fake St.,legit
4.142.75.212,fake_matthewberry@example.org,MO,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6; rv:1.9.2.20) Gecko/2014-05-12 14:04:06 Firefox/11.0,33970,(555)128 - 9823,2022-06-11T10:16:53Z,81628 Brianna Prairie Fake St.,legit
89.119.131.107,fake_ltodd@example.net,TN,Opera/9.23.(X11; Linux i686; nb-NO) Presto/2.9.186 Version/10.00,32714,(555)628 - 3378,2022-04-11T04:32:41Z,741 Dudley Squares Fake St.,legit
97.78.38.18,fake_michele96@example.com,LA,Opera/8.94.(Windows 98; ff-SN) Presto/2.9.165 Version/10.00,32422,(555)515 - 4816,2023-01-16T00:13:11Z,500 William Loop Fake St.,legit
131.100.149.108,fake_julie96@example.org,TX,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.41.3 (KHTML, like Gecko) Version/4.1 Safari/534.41.3",34058,(555)489 - 8222,2022-05-03T19:04:10Z,0772 Candice View Fake St.,legit
168.86.17.141,fake_wallacedeanna@example.net,LA,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/16.0.845.0 Safari/532.1",32589,(555)537 - 4725,2022-06-05T04:36:42Z,72000 Bill Manor Fake St.,legit
144.48.19.255,fake_bphillips@example.com,FL,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; xh-ZA) AppleWebKit/535.37.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.37.6",33109,(555)932 - 8348,2022-12-18T14:50:34Z,95526 Morse Skyway Fake St.,legit
61.50.69.47,fake_smithmichael@example.org,WY,Opera/9.47.(X11; Linux i686; ar-EG) Presto/2.9.173 Version/11.00,34058,(555)946 - 8139,2022-09-17T04:27:08Z,823 Romero Avenue Fake St.,legit
190.70.62.43,fake_reneerobles@example.net,NC,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/26.0.842.0 Mobile/00Q280 Safari/534.0",33619,(555)776 - 9503,2022-10-08T05:49:45Z,96440 Stephens Lakes Fake St.,legit
5.169.219.86,fake_dana78@example.net,NC,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/54.0.872.0 Safari/533.0",32345,(555)559 - 6187,2022-05-16T19:40:01Z,614 Allison Manors Fake St.,legit
110.141.32.78,fake_stephanieramos@example.com,LA,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/9.9d6706.0 Mobile/57K764 Safari/531.2",32738,(555)745 - 5149,2022-12-28T22:24:40Z,78299 Robertson Stravenue Fake St.,legit
49.195.210.145,fake_melissadudley@example.com,LA,Mozilla/5.0 (Windows NT 6.0; dv-MV; rv:1.9.0.20) Gecko/2018-05-31 01:19:16 Firefox/3.8,34733,(555)767 - 2236,2022-08-21T23:11:58Z,98085 Bates View Fake St.,legit
91.242.53.160,fake_fosterashley@example.net,PA,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/17.1v0500.0 Mobile/10U509 Safari/531.1",33612,(555)838 - 5071,2022-06-20T14:47:55Z,3979 Johnson Road Fake St.,legit
217.252.42.222,fake_salasgloria@example.net,TN,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.1),32899,(555)112 - 7958,2022-09-14T00:28:59Z,972 Sanders Walk Fake St.,legit
204.74.72.151,fake_simonchristopher@example.com,NC,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-07-04 05:59:26 Firefox/3.6.4,32722,(555)728 - 6544,2023-01-19T18:00:13Z,9972 Sandoval Dam Fake St.,legit
143.189.175.1,fake_gregorywilkerson@example.org,TN,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.46.1 (KHTML, like Gecko) Version/4.1 Safari/534.46.1",34809,(555)361 - 5872,2022-09-26T10:29:15Z,46004 Torres Isle Fake St.,legit
